Title,Processor,Ram,OS,Storage,Display,Warranty,Discount Price,Original Price,Delivery,Note,Offer,Reviews,Company,ProcessorCompany,ProcessorC
ASUS Vivobook 14 (2023) Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) X1404VA-NK54...,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,57990.0,79990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,ASUS,Intel,Intel
ASUS Vivobook 15 Intel Core i5 12th Gen i5-1235U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ515WS L...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,"Windows 11, Microsoft Office H&S 2021, 1 Year McAfee",49990.0,70990.0,Free delivery,Only 1 left,Bank Offer,4.0,ASUS,Intel,Intel
ASUS TUF Gaming F15 with 90WHr Battery Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 Ho...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,60990.0,89990.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.0,ASUS,Intel,Intel
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin an...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,2 Year warranty,51990.0,83743.0,Free delivery,Only 1 left,Bank Offer,3.0,Lenovo,Intel,Intel
DELL Inspiron 5430 Intel Core i5 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) IN5430JNH1P001ORS1 Thin a...,Intel Core i5 Processor (13th Gen),16 GB LPDDR5 RAM,Windows 11,1 TB SSD,35.56 cm (14 inch) Display,"Windows 11, Microsoft Office",71990.0,96727.0,Free delivery,Only 2 left,Bank Offer,3.0,DELL,Intel,Intel
DELL Inspiron Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop ...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Hardware Service,48490.0,81487.0,Free delivery,EOSS Special Deal,Only few left,4.0,DELL,Intel,Intel
walker Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) NU14A1 Thin and Light Laptop,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,Windows 11,128 GB SSD,35.81 cm (14.1 inch) Display,1 Year Onsite Warranty,12990.0,30000.0,Free delivery,Lowest price since launch,Only 1 left,3.0,walker,Intel,Intel
Acer Aspire 7 (2023) Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,59990.0,84999.0,Free delivery,Save extra with combo offers,"Upto ?30,000 Off on Exchange",4.0,Acer,Intel,Intel
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,54900.0,69890.0,Free delivery,Save extra with combo offers,Only 1 left,3.0,Lenovo,Intel,Intel
Apple 2022 MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,Apple M2 Processor,8 GB Unified Memory RAM,Mac OS,256 GB SSD,34.54 cm (13.6 Inch) Display,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",89990.0,114900.0,Free delivery,EOSS Special Deal,"Upto ?33,000 Off on Exchange",4.0,Apple,Apple,Apple
ASUS Vivobook Go 14 (2023) Intel Intel Core i3 12th Gen N305 - (8 GB/512 GB SSD/Windows 11 Home) E1404...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,34990.0,50990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,ASUS,Intel,Intel
ASUS Vivobook S14 OLED Intel EVO H-Series Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 inch) Display,Office Home and Student 2021,73990.0,116990.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.0,ASUS,Intel,Intel
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A315-59-36HE Thin and L...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,32990.0,44100.0,Free delivery,Save extra with combo offers,Only 2 left,4.0,Acer,Intel,Intel
Acer Aspire 3 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A315-59 Thin and Light...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty,45990.0,51999.0,Free delivery,Save extra with combo offers,"Upto ?30,000 Off on Exchange",4.0,Acer,Intel,Intel
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,52990.0,83999.0,Free delivery,EOSS Special Deal,"Upto ?30,000 Off on Exchange",4.0,Acer,Intel,Intel
HP Victus gaming AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Rade...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,47990.0,63628.0,Free delivery,EOSS Special Deal,"Upto ?30,000 Off on Exchange",4.0,HP,AMD,AMD
HP G8 Series Intel Core i5 11th Gen Intel® Core i5-1135G - (8 GB/512 GB SSD/Windows 11 Home) 240 G8 B...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 inch) Display,,39999.0,64947.0,Free delivery,EOSS Special Deal,Only few left,3.0,HP,Intel,Intel
DELL Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/DOS) Vostro 3400 Business Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Linux/Ubuntu,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,29490.0,35519.0,Free delivery,EOSS Special Deal,Only few left,3.0,DELL,Intel,Intel
ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 4S Thi...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,31990.0,60999.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",3.0,ZEBRONICS,Intel,Intel
HP 250 G9 Intel Core i3 12th Gen Intel Core i3 1215U - (8 GB/512 GB SSD/Windows 11 Home) 250 G9 Busine...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,Windows,34400.0,47554.0,Free delivery,Save extra with combo offers,Only few left,4.0,HP,Intel,Intel
ASUS Vivobook 14 Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home) X1400EA-EK543WS Th...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,45990.0,60990.0,Free delivery,Save extra with combo offers,Only 1 left,4.0,ASUS,Intel,Intel
Lenovo AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) ThinkBook 16 G6 Thin and Light...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11,512 GB SSD,40.64 cm (16 Inch) Display,1 Year Onsite warranty,42990.0,86130.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,Lenovo,AMD,AMD
HP 360 Intel Celeron Dual Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0506TU Chromebook,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,Chrome,64 GB EMMC Storage,1 Year Onsite Warranty,,18990.0,32295.0,Free delivery,Lowest Price in 30 days,Only few left,3.0,HP,Intel,Intel
Lenovo Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82TW0019IH Laptop,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 inch) Display,3 YEARS,46990.0,99999.0,Free delivery,EOSS Special Deal,Only few left,4.0,Lenovo,Intel,Intel
Acer Swift Go 14 AI Powered EVO Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-72T...,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year International Travelers Warranty (ITW),79990.0,129999.0,Free delivery,EOSS Special Deal,"Upto ?33,000 Off on Exchange",4.0,Acer,Intel,Intel
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15IAU7 Thin and...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,32990.0,47490.0,Free delivery,EOSS Special Deal,Only 4 left,4.0,Lenovo,Intel,Intel
Acer Extensa Intel Core i3 N305 - (8 GB/512 GB SSD/Windows 11 Home) EX215-33 Notebook,Intel Core i3 Processor,8 GB LPDDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty,31490.0,43999.0,Free delivery,Save extra with combo offers,Only 1 left,4.0,Acer,Intel,Intel
Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite warranty,33099.0,64090.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.0,Lenovo,AMD,AMD
HP AMD Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1559AU Thin and Light Laptop,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,27990.0,43500.0,Free delivery,Daily Saver,Only 1 left,4.0,HP,AMD,AMD
Infinix Y1 Plus Neo Intel Intel Celeron Quad Core 11th Gen JSL N5100 - (8 GB/512 GB SSD/Windows 11 Hom...,Intel Celeron Quad Core Processor (11th Gen),8 GB LPDDR4X RAM,Windows 11,512 GB SSD,39.01 cm (15.36 inch) Display,1 Year Onsite Warranty,22990.0,26390.0,Free delivery,Save extra with combo offers,"Upto ?22,200 Off on Exchange",4.0,Infinix,Intel,Intel
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2021,34990.0,66290.0,Free delivery,Save extra with combo offers,Bank Offer,4.0,Lenovo,AMD,AMD
DELL Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and ...,Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores,RAM & Storage: 8GB DDR4 & 512GB SSD,Graphics & Keyboard: Integrated & Standard Keyboard,512 GB SSD,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,45990.0,62626.0,Free delivery,Lowest Price in 30 days,"Upto ?28,000 Off on Exchange",4.0,DELL,Processor:,Intel
HP AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15s- ey2001au Thin and Light Lapto...,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,50990.0,64235.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,HP,AMD,AMD
DELL Inspiron 3520 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 La...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Hardware Service,39990.0,64133.0,Free delivery,Save extra with combo offers,Only few left,4.0,DELL,Intel,Intel
MSI Modern 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-817IN ...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,43990.0,57990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,MSI,Intel,Intel
HP Victus AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11,512 GB SSD,38.86 cm (15.3 Inch) Display,1 Year Onsite Warranty,62990.0,80587.0,Free delivery,Save extra with combo offers,Only few left,4.0,HP,AMD,AMD
SAMSUNG Galaxy Book4 Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGK-LS2IN Thin and Li...,Intel Core 5 Processor,16 GB LPDDR4X RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,75990.0,91989.0,Free delivery,Lowest price since launch,"Upto ?28,000 Off on Exchange",4.0,SAMSUNG,Intel,Intel
HP Chromebook (2024) MediaTek MT8183 - (4 GB/32 GB EMMC Storage/Chrome OS) 11MK G9 Chromebook,MediaTek MT8183 Processor,4 GB LPDDR4X RAM,Chrome,32 GB EMMC Storage,1 Year Carry-in Warranty,,10990.0,34554.0,Free delivery,EOSS Special Deal,Only few left,3.0,HP,MediaTek,MediaTek
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 14IRL8 Thin a...,Intel Core i5 Processor (13th Gen),16 GB LPDDR5 RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Display,Microsoft Office Home & Student 2021,66990.0,91790.0,Free delivery,Save extra with combo offers,Only 1 left,4.0,Lenovo,Intel,Intel
Lenovo IdeaPad Flex 5 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 14ALC7 2 in 1 L...,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR4X RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,64990.0,89490.0,Free delivery,Save extra with combo offers,Only few left,4.0,Lenovo,AMD,AMD
Infinix Y1 Plus Neo (2023) Intel Celeron Quad Core 11th Gen N5100 - (4 GB/128 GB SSD/Windows 11 Home) ...,Intel Celeron Quad Core Processor (11th Gen),4 GB LPDDR4X RAM,Windows 11,128 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,19990.0,29990.0,Free delivery,Save extra with combo offers,"Upto ?12,500 Off on Exchange",4.0,Infinix,Intel,Intel
ASUS Vivobook Go 15 Intel Celeron Dual Core N4020 - (4 GB/256 GB SSD/Windows 11 Home) E510MA-EJ001W Th...,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,Windows 11,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,19990.0,33990.0,Free delivery,Lowest Price in 30 days,"Upto ?12,500 Off on Exchange",4.0,ASUS,Intel,Intel
Ultimus Intel Celeron Dual Core - (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U5INC43BN-SG Thin and...,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,Windows 11,128 GB EMMC Storage,1 Year Onsite warranty,,12649.0,24990.0,Free delivery,Only few left,Bank Offer,3.0,Ultimus,Intel,Intel
Acer Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CB314-3H-C5QE Chromebook,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,Chrome,128 GB EMMC Storage,1 Year Onsite Warranty,,16990.0,33999.0,Free delivery,EOSS Special Deal,"Upto ?10,000 Off on Exchange",3.0,Acer,Intel,Intel
ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,43.94 cm (17.3 Inch) Display,1 Year Onsite Warranty,53990.0,77990.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.0,ASUS,Intel,Intel
DELL AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3525 Laptop,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Hardware Service,37990.0,49477.0,Free delivery,Only few left,Bank Offer,4.0,DELL,AMD,AMD
Lenovo AMD Ryzen 3 Octa Core - (8 GB/512 GB SSD/Windows 11 Home) G4 82YTA00XIN Laptop,AMD Ryzen 3 Octa Core Processor,8 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 inch) Display,12 MONTHS,28990.0,65677.0,Free delivery,Only few left,Bank Offer,4.0,Lenovo,AMD,AMD
Lenovo AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,36990.0,69525.0,Free delivery,Only few left,Bank Offer,4.0,Lenovo,AMD,AMD
MSI Katana 17 Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,1 TB SSD,43.94 cm (17.3 Inch) Display,2 Year Carry-in Warranty,104990.0,155990.0,Free delivery,Save extra with combo offers,Only 4 left,4.0,MSI,Intel,Intel
Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) 14IGL7 Thin an...,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,Windows 11,256 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite?Warranty?+ 1 Yr ADP,22500.0,37690.0,Free delivery,Lowest Price in 30 days,"Upto ?13,500 Off on Exchange",4.0,Lenovo,Intel,Intel
DELL Inspiron Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron...,Intel Core i7 Processor (12th Gen),16GB DDR4,Windows 10,512 GB SSD,,,84990.0,129890.0,Free delivery,EOSS Special Deal,Only few left,4.0,DELL,Processor:,Intel
Apple 2020 Macbook Air Apple M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGND3HN/A,Apple M1 Processor,8 GB DDR4 RAM,Mac OS,256 GB SSD,33.78 cm (13.3 inch) Display,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",71990.0,99900.0,Free delivery,EOSS Special Deal,"Upto ?33,000 Off on Exchange",4.0,Apple,Apple,Apple
AXL Intel Celeron Dual Core 9th Gen - (4 GB/256 GB SSD/Windows 11 Home) 15W_LAP02 Thin and Light Lapto...,Intel Celeron Dual Core Processor (9th Gen),4 GB DDR4 RAM,Windows 11,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year,17036.0,33990.0,Free delivery,Bank Offer,,4.0,AXL,Intel,Intel
Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) 14IGL7 Thin an...,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,Windows 11,256 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite?Warranty?+ 1 Yr ADP,22500.0,37690.0,Free delivery,Lowest Price in 30 days,"Upto ?13,500 Off on Exchange",4.0,Lenovo,Intel,Intel
ASUS Vivobook 15 AMD Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home) M1502QA-EJ742WS Thi...,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,49990.0,82990.0,Free delivery,Lowest Price in 30 days,"Upto ?28,000 Off on Exchange",4.0,ASUS,AMD,AMD
Lenovo IdeaPad Slim 5 AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Laptop,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,Windows 11,1 TB SSD,40.64 cm (16 inch) Display,1 Year Carry-in Warranty,79990.0,107690.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.0,Lenovo,Intel,Intel
MSI Katana 17 Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,1 TB SSD,43.94 cm (17.3 Inch) Display,2 Year Carry-in Warranty,104990.0,155990.0,Free delivery,Save extra with combo offers,Only 4 left,4.0,MSI,Intel,Intel
Lenovo AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,36990.0,69525.0,Free delivery,Only few left,Bank Offer,4.0,Lenovo,AMD,AMD
Infinix INBook X2 Plus Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) XL25 Thin and...,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,Windows 11,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,32990.0,36470.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,Infinix,Intel,Intel
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 16IRL8 Thin a...,Intel Core i5 Processor (13th Gen),16 GB LPDDR5 RAM,Windows 11,512 GB SSD,40.64 cm (16 Inch) Display,Microsoft Office Home & Student 2021,70400.0,105190.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,Lenovo,Intel,Intel
ASUS Vivobook 15 AMD Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home) M1502QA-EJ741WS Thi...,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,49990.0,82990.0,Free delivery,Lowest Price in 30 days,Only few left,4.0,ASUS,AMD,AMD
HP AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 14-em0025AU Thin and Light Laptop,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Display,Microsoft Office Home & Student 2021,33990.0,47716.0,Free delivery,Lowest price since launch,"Upto ?28,000 Off on Exchange",4.0,HP,AMD,AMD
ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312W Thin ...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11,256 GB SSD,39.62 cm (15.6 Inch) Display,Not Applicable,28990.0,44990.0,Free delivery,Lowest Price in 30 days,Only 2 left,4.0,ASUS,Intel,Intel
HP 245G9 Silver AMD Ryzen 3 Dual Core 3rd Gen AMD Ryzen 3 3250U - (8 GB/512 GB SSD/Windows 11 Home) 24...,AMD Ryzen 3 Dual Core Processor (3rd Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 inch) Display,,27999.0,40528.0,Free delivery,Only few left,Bank Offer,4.0,HP,AMD,AMD
HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14s-dq5138tu Thin and Light Laptop,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite warranty,41490.0,51134.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,HP,Intel,Intel
Lenovo THINKBOOK AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) TB 15 Thin and Light...,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11,512 GB SSD,40.64 cm (16 inch) Display,1 Year Onsite Warranty,48980.0,99999.0,Free delivery,Only few left,Bank Offer,4.0,Lenovo,AMD,AMD
ZEBRONICS Thin and Light Laptop Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) ZEB-...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,39990.0,78999.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",3.0,ZEBRONICS,Intel,Intel
Acer Aspire 5 Gaming Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),54499.0,89990.0,Free delivery,Only 2 left,Bank Offer,4.0,Acer,Intel,Intel
